2023-03-15 10:37:37,845 | INFO  | S3GAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.4 | op=CREATE_BUCKET {bucket=[bucket-ozone-test-1717673874]} | ret=SUCCESS |  
2023-03-15 11:16:43,380 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=COPY_OBJECT {bucket=[destbucket-59236], path=[ozone-test-4109018377/copyobject/key=value/f1]} | ret=SUCCESS |  
2023-03-15 11:16:44,536 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_BUCKET {bucket=[destbucket-59236], encoding-type=[url], prefix=[ozone-test-4109018377/copyobject/key=value/]} | ret=SUCCESS |  
2023-03-15 11:16:45,625 | ERROR | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=CREATE_KEY {bucket=[dfdfdfdfdfnonexistent], path=[ozone-test-4109018377/copyobject/key=value/f1]} | ret=FAILURE | BUCKET_NOT_FOUND org.apache.hadoop.ozone.om.exceptions.OMException: Bucket not found
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.handleError(OzoneManagerProtocolClientSideTranslatorPB.java:709)
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.getBucketInfo(OzoneManagerProtocolClientSideTranslatorPB.java:553) 
2023-03-15 11:16:46,730 | ERROR | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=COPY_OBJECT {bucket=[destbucket-59236], path=[ozone-test-4109018377/copyobject/key=value/f1]} | ret=FAILURE | org.apache.hadoop.ozone.s3.exception.OS3Exception
	at org.apache.hadoop.ozone.s3.exception.S3ErrorTable.newError(S3ErrorTable.java:142)
	at org.apache.hadoop.ozone.s3.endpoint.ObjectEndpoint.copyObject(ObjectEndpoint.java:976) 
2023-03-15 11:16:47,817 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=COPY_OBJECT {bucket=[destbucket-59236], path=[ozone-test-4109018377/copyobject/key=value/f1]} | ret=SUCCESS |  
2023-03-15 11:16:49,053 | ERROR | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=COPY_OBJECT {bucket=[destbucket-59236], path=[ozone-test-4109018377/copyobject/key=value/f1]} | ret=FAILURE | org.apache.hadoop.ozone.s3.exception.OS3Exception
	at org.apache.hadoop.ozone.s3.exception.S3ErrorTable.newError(S3ErrorTable.java:142)
	at org.apache.hadoop.ozone.s3.endpoint.ObjectEndpoint.copyObject(ObjectEndpoint.java:974) 
2023-03-15 11:17:20,513 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=CREATE_KEY {bucket=[encrypted], path=[ozone-test-1355530743/deletetestapi/key=value/f1]} | ret=SUCCESS |  
2023-03-15 11:17:21,960 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_BUCKET {bucket=[encrypted], encoding-type=[url], prefix=[ozone-test-1355530743/deletetestapi/key=value/]} | ret=SUCCESS |  
2023-03-15 11:17:23,182 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=DELETE_KEY {bucket=[encrypted], path=[ozone-test-1355530743/deletetestapi/key=value/f1]} | ret=SUCCESS |  
2023-03-15 11:17:24,322 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_BUCKET {bucket=[encrypted], encoding-type=[url], prefix=[ozone-test-1355530743/deletetestapi/key=value/]} | ret=SUCCESS |  
2023-03-15 11:17:25,492 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_BUCKET {bucket=[encrypted], list-type=[2], encoding-type=[url], prefix=[], delimiter=[/]} | ret=SUCCESS |  
2023-03-15 11:17:26,659 | ERROR | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=DELETE_KEY {bucket=[encrypted], path=[thereisnosuchfile]} | ret=FAILURE | KEY_NOT_FOUND org.apache.hadoop.ozone.om.exceptions.OMException: Key not found
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.handleError(OzoneManagerProtocolClientSideTranslatorPB.java:709)
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.deleteKey(OzoneManagerProtocolClientSideTranslatorPB.java:903) 
2023-03-15 11:17:26,660 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=DELETE_KEY {bucket=[encrypted], path=[thereisnosuchfile]} | ret=SUCCESS |  
2023-03-15 11:17:27,807 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_BUCKET {bucket=[encrypted], list-type=[2], encoding-type=[url], prefix=[], delimiter=[/]} | ret=SUCCESS |  
2023-03-15 11:17:29,012 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=CREATE_KEY {bucket=[encrypted], path=[ozone-test-1355530743/deletetestapidir/key=value/f1]} | ret=SUCCESS |  
2023-03-15 11:17:30,624 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_BUCKET {bucket=[encrypted], list-type=[2], encoding-type=[url], prefix=[ozone-test-1355530743/deletetestapidir/key=value/], delimiter=[/]} | ret=SUCCESS |  
2023-03-15 11:17:31,822 | ERROR | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=DELETE_KEY {bucket=[encrypted], path=[ozone-test-1355530743/deletetestapidir/key=value/]} | ret=FAILURE | KEY_NOT_FOUND org.apache.hadoop.ozone.om.exceptions.OMException: Key not found
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.handleError(OzoneManagerProtocolClientSideTranslatorPB.java:709)
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.deleteKey(OzoneManagerProtocolClientSideTranslatorPB.java:903) 
2023-03-15 11:17:31,824 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=DELETE_KEY {bucket=[encrypted], path=[ozone-test-1355530743/deletetestapidir/key=value/]} | ret=SUCCESS |  
2023-03-15 11:17:33,126 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_BUCKET {bucket=[encrypted], list-type=[2], encoding-type=[url], prefix=[ozone-test-1355530743/deletetestapidir/key=value/], delimiter=[/]} | ret=SUCCESS |  
2023-03-15 11:17:34,363 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=DELETE_KEY {bucket=[encrypted], path=[ozone-test-1355530743/deletetestapidir/key=value/f1]} | ret=SUCCESS |  
2023-03-15 11:17:35,690 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=CREATE_KEY {bucket=[encrypted], path=[ozone-test-1355530743/deletetestapiprefix/key=value/filefile]} | ret=SUCCESS |  
2023-03-15 11:17:37,022 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_BUCKET {bucket=[encrypted], list-type=[2], encoding-type=[url], prefix=[ozone-test-1355530743/deletetestapiprefix/key=value/], delimiter=[/]} | ret=SUCCESS |  
2023-03-15 11:17:38,356 | ERROR | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=DELETE_KEY {bucket=[encrypted], path=[ozone-test-1355530743/deletetestapiprefix/key=value/file]} | ret=FAILURE | KEY_NOT_FOUND org.apache.hadoop.ozone.om.exceptions.OMException: Key not found
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.handleError(OzoneManagerProtocolClientSideTranslatorPB.java:709)
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.deleteKey(OzoneManagerProtocolClientSideTranslatorPB.java:903) 
2023-03-15 11:17:38,358 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=DELETE_KEY {bucket=[encrypted], path=[ozone-test-1355530743/deletetestapiprefix/key=value/file]} | ret=SUCCESS |  
2023-03-15 11:17:39,645 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_BUCKET {bucket=[encrypted], list-type=[2], encoding-type=[url], prefix=[ozone-test-1355530743/deletetestapiprefix/key=value/], delimiter=[/]} | ret=SUCCESS |  
2023-03-15 11:17:40,883 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=DELETE_KEY {bucket=[encrypted], path=[ozone-test-1355530743/deletetestapiprefix/key=value/filefile]} | ret=SUCCESS |  
2023-03-15 11:17:42,009 | ERROR | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=DELETE_KEY {bucket=[encrypted-nosuchbucket], path=[f1]} | ret=FAILURE | BUCKET_NOT_FOUND org.apache.hadoop.ozone.om.exceptions.OMException: Bucket not found: s3v/encrypted-nosuchbucket
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.handleError(OzoneManagerProtocolClientSideTranslatorPB.java:709)
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.deleteKey(OzoneManagerProtocolClientSideTranslatorPB.java:903) 
2023-03-15 11:19:43,309 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=CREATE_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/key=value/f1]} | ret=SUCCESS |  
2023-03-15 11:19:44,701 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_BUCKET {bucket=[encrypted], encoding-type=[url], prefix=[ozone-test-9366706378/putobject/key=value/]} | ret=SUCCESS |  
2023-03-15 11:19:45,934 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=CREATE_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/key=value/zerobyte]} | ret=SUCCESS |  
2023-03-15 11:19:47,094 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_BUCKET {bucket=[encrypted], encoding-type=[url], prefix=[ozone-test-9366706378/putobject/key=value/]} | ret=SUCCESS |  
2023-03-15 11:19:48,295 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/key=value/f1]} | ret=SUCCESS |  
2023-03-15 11:19:48,587 | ERROR | S3GAudit | user=scm/scm@EXAMPLE.COM | ip=172.18.0.11 | op=GET_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/key=value/f1]} | ret=FAILURE | INVALID_TOKEN org.apache.hadoop.ozone.om.exceptions.OMException: User scm/scm@EXAMPLE.COM request authorization failure: signatures do NOT match
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.handleError(OzoneManagerProtocolClientSideTranslatorPB.java:709)
	at org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB.getKeyInfo(OzoneManagerProtocolClientSideTranslatorPB.java:833) 
2023-03-15 11:19:49,658 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/key=value/f1]} | ret=SUCCESS |  
2023-03-15 11:19:50,865 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/key=value/f1]} | ret=SUCCESS |  
2023-03-15 11:19:52,101 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/key=value/f1]} | ret=SUCCESS |  
2023-03-15 11:19:53,378 | ERROR | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/key=value/f1]} | ret=FAILURE | org.apache.hadoop.ozone.s3.exception.OS3Exception
	at org.apache.hadoop.ozone.s3.exception.S3ErrorTable.newError(S3ErrorTable.java:142)
	at org.apache.hadoop.ozone.s3.exception.S3ErrorTable.newError(S3ErrorTable.java:129) 
2023-03-15 11:19:54,773 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/key=value/f1]} | ret=SUCCESS |  
2023-03-15 11:19:55,938 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/key=value/f1]} | ret=SUCCESS |  
2023-03-15 11:19:57,162 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/key=value/f1]} | ret=SUCCESS |  
2023-03-15 11:19:58,274 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/key=value/f1]} | ret=SUCCESS |  
2023-03-15 11:19:59,408 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/key=value/f1]} | ret=SUCCESS |  
2023-03-15 11:20:00,666 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/key=value/f1]} | ret=SUCCESS |  
2023-03-15 11:20:01,891 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/key=value/f1]} | ret=SUCCESS |  
2023-03-15 11:20:03,101 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/key=value/f1]} | ret=SUCCESS |  
2023-03-15 11:20:04,282 | ERROR | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/key=value/zerobyte]} | ret=FAILURE | org.apache.hadoop.ozone.s3.exception.OS3Exception
	at org.apache.hadoop.ozone.s3.exception.S3ErrorTable.newError(S3ErrorTable.java:142)
	at org.apache.hadoop.ozone.s3.exception.S3ErrorTable.newError(S3ErrorTable.java:129) 
2023-03-15 11:20:05,358 | ERROR | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/key=value/zerobyte]} | ret=FAILURE | org.apache.hadoop.ozone.s3.exception.OS3Exception
	at org.apache.hadoop.ozone.s3.exception.S3ErrorTable.newError(S3ErrorTable.java:142)
	at org.apache.hadoop.ozone.s3.exception.S3ErrorTable.newError(S3ErrorTable.java:129) 
2023-03-15 11:20:06,440 | ERROR | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=GET_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/key=value/zerobyte]} | ret=FAILURE | org.apache.hadoop.ozone.s3.exception.OS3Exception
	at org.apache.hadoop.ozone.s3.exception.S3ErrorTable.newError(S3ErrorTable.java:142)
	at org.apache.hadoop.ozone.s3.exception.S3ErrorTable.newError(S3ErrorTable.java:129) 
2023-03-15 11:20:07,627 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=CREATE_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/custom-metadata/key1]} | ret=SUCCESS |  
2023-03-15 11:20:08,914 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=HEAD_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/custom-metadata/key1]} | ret=SUCCESS |  
2023-03-15 11:20:22,931 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=CREATE_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/custom-metadata/key2]} | ret=SUCCESS |  
2023-03-15 11:20:24,282 | INFO  | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=HEAD_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/custom-metadata/key2]} | ret=SUCCESS |  
2023-03-15 11:20:25,490 | ERROR | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=CREATE_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/custom-metadata/key2]} | ret=FAILURE | java.lang.IllegalArgumentException: Illegal user defined metadata. Combined size cannot exceed 2KB.
	at org.apache.hadoop.ozone.s3.endpoint.EndpointBase.getCustomMetadataFromHeaders(EndpointBase.java:291)
	at org.apache.hadoop.ozone.s3.endpoint.ObjectEndpoint.put(ObjectEndpoint.java:230) 
2023-03-15 11:20:25,744 | ERROR | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=CREATE_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/custom-metadata/key2]} | ret=FAILURE | java.lang.IllegalArgumentException: Illegal user defined metadata. Combined size cannot exceed 2KB.
	at org.apache.hadoop.ozone.s3.endpoint.EndpointBase.getCustomMetadataFromHeaders(EndpointBase.java:291)
	at org.apache.hadoop.ozone.s3.endpoint.ObjectEndpoint.put(ObjectEndpoint.java:230) 
2023-03-15 11:20:27,112 | ERROR | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=CREATE_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/custom-metadata/key2]} | ret=FAILURE | java.lang.IllegalArgumentException: Illegal user defined metadata. Combined size cannot exceed 2KB.
	at org.apache.hadoop.ozone.s3.endpoint.EndpointBase.getCustomMetadataFromHeaders(EndpointBase.java:291)
	at org.apache.hadoop.ozone.s3.endpoint.ObjectEndpoint.put(ObjectEndpoint.java:230) 
2023-03-15 11:20:27,571 | ERROR | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=CREATE_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/custom-metadata/key2]} | ret=FAILURE | java.lang.IllegalArgumentException: Illegal user defined metadata. Combined size cannot exceed 2KB.
	at org.apache.hadoop.ozone.s3.endpoint.EndpointBase.getCustomMetadataFromHeaders(EndpointBase.java:291)
	at org.apache.hadoop.ozone.s3.endpoint.ObjectEndpoint.put(ObjectEndpoint.java:230) 
2023-03-15 11:20:31,306 | ERROR | S3GAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.18.0.11 | op=CREATE_KEY {bucket=[encrypted], path=[ozone-test-9366706378/putobject/custom-metadata/key2]} | ret=FAILURE | java.lang.IllegalArgumentException: Illegal user defined metadata. Combined size cannot exceed 2KB.
	at org.apache.hadoop.ozone.s3.endpoint.EndpointBase.getCustomMetadataFromHeaders(EndpointBase.java:291)
	at org.apache.hadoop.ozone.s3.endpoint.ObjectEndpoint.put(ObjectEndpoint.java:230) 
